Player▲,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Joel Embiid,30,PHI,C,19,19,574,23.4,0.58,0.244,0.537,6.8,24.5,15.3,25.6,1.2,3.1,13.7,34.2,0.9,0.5,1.4,0.118,3.7,-0.3,3.5,0.8,7.4,16.6,0.444,1.2,4.1,0.299,6.2,12.5,0.492,0.481,7.8,8.9,0.882,1.9,6.3,8.2,4.5,0.7,0.9,3.3,2.2,23.8
Tyson Etienne,25,BRK,PG,7,0,151,5.6,0.488,0.846,0.192,2.2,4.7,3.4,11.9,1,0.7,12.4,18.6,-0.1,0.1,-0.1,-0.021,-5.7,-3.1,-8.8,-0.3,2.4,7.4,0.327,1.9,6.3,0.295,0.6,1.1,0.5,0.452,1.1,1.4,0.8,0.4,0.9,1.3,1.7,0.4,0.1,1.1,2.4,7.9
Drew Eubanks,27,2TM,C,61,4,746,15.6,0.622,0.031,0.366,8.9,24.1,16.5,10.6,0.8,5,15.4,15.1,1,0.7,1.7,0.107,-1.2,0.6,-0.7,0.3,1.9,3.2,0.593,0,0.1,0.5,1.8,3.1,0.596,0.601,0.8,1.2,0.662,1,2.7,3.7,0.9,0.2,0.6,0.7,1,4.6
Tosan Evbuomwan,23,BRK,SF,28,0,665,11.6,0.53,0.35,0.332,5.2,15.8,10.2,12.9,1.8,1.5,13.4,19.1,0,0.6,0.6,0.044,-3,-0.3,-3.2,-0.2,3.4,7.9,0.427,0.9,2.8,0.312,2.5,5.1,0.49,0.482,2,2.6,0.753,1.1,3.1,4.3,2,0.9,0.4,1.4,2,9.5
Dante Exum,29,DAL,PG,20,13,372,13.6,0.589,0.396,0.231,1.2,8.3,4.8,21.5,1.6,0.7,13,19.6,0.4,0.2,0.6,0.083,-1.2,-1.1,-2.3,0,3.2,6.7,0.478,1.2,2.7,0.434,2.1,4.1,0.506,0.563,1.2,1.6,0.742,0.2,1.5,1.7,2.8,0.6,0.2,1.1,1.7,8.7
Bruno Fernando,26,TOR,C,17,2,147,15.3,0.552,0,0.163,15,22.4,18.6,17.9,1.3,5.8,21,18.9,0,0.2,0.3,0.085,-3,2.3,-0.7,0.1,1.5,2.9,0.531,0,0,,1.5,2.9,0.531,0.531,0.4,0.5,0.75,1.2,1.8,3,1.1,0.2,0.5,0.8,1.6,3.4
Kyle Filipowski,21,UTA,C,72,27,1522,14.9,0.594,0.425,0.276,8,23.1,15.6,13.9,1.5,1.4,14.9,18.7,1.5,1,2.5,0.078,-0.6,-0.3,-1,0.4,3.6,7.2,0.502,1.1,3.1,0.35,2.5,4.1,0.614,0.576,1.3,2,0.65,1.6,4.6,6.1,1.9,0.7,0.3,1.4,2.4,9.6
Dorian Finney-Smith,31,2TM,PF,63,40,1818,10.1,0.604,0.722,0.103,5,10.4,7.7,6.9,1.6,1.2,11,12.3,1.5,1.4,2.9,0.078,-1.1,0.1,-1,0.5,3.1,6.9,0.448,2,5,0.411,1,1.9,0.545,0.597,0.5,0.7,0.667,1.3,2.7,3.9,1.4,0.9,0.4,0.9,2.2,8.7
Adam Flagler,25,OKC,SG,37,0,203,3.7,0.335,0.75,0.021,3.8,10.3,7.1,7.3,1.9,1.5,4,21.1,-0.6,0.3,-0.3,-0.062,-8.1,-2.3,-10.3,-0.4,0.7,2.6,0.26,0.4,1.9,0.194,0.3,0.6,0.458,0.333,0,0.1,0.5,0.2,0.5,0.7,0.3,0.2,0.1,0.1,0.4,1.8
Trentyn Flowers,19,LAC,SF,6,0,27,4.3,0.446,0.182,0.273,4.3,12.4,8.4,0,0,0,7.5,21.5,0,0,0,-0.033,-7.1,-1.3,-8.3,0,0.7,1.8,0.364,0,0.3,0,0.7,1.5,0.444,0.364,0.5,0.5,1,0.2,0.5,0.7,0,0,0,0.2,0.7,1.8
Malachi Flynn,26,CHO,PG,4,0,44,12.4,0.512,0.308,0.462,7.1,9.9,8.5,23.3,3.4,0,20.4,19,0,0,0,0.043,-4.4,1.5,-2.8,0,1.3,3.3,0.385,0.3,1,0.25,1,2.3,0.444,0.423,1.3,1.5,0.833,0.8,1,1.8,1.8,0.8,0,1,1,4
Simone Fontecchio,29,DET,SF,75,0,1237,9.7,0.544,0.609,0.225,4.7,14.5,9.6,6.9,1.2,0.9,11.6,15.8,0.4,1.2,1.6,0.063,-2.2,-0.7,-2.9,-0.3,2,5,0.402,1,3,0.335,1,1.9,0.507,0.504,0.9,1.1,0.833,0.7,2.2,2.9,0.9,0.4,0.2,0.7,1.3,5.9
De'Aaron Fox,27,2TM,PG,62,62,2241,18.3,0.56,0.328,0.273,2.7,12.1,7.4,27.2,2,1.1,11.8,28.3,2.6,1.7,4.3,0.093,1.3,-1,0.4,1.3,8.7,18.8,0.463,1.9,6.1,0.31,6.8,12.6,0.538,0.514,4.2,5.1,0.827,0.9,3.9,4.8,6.3,1.5,0.4,2.8,2.6,23.5
Enrique Freeman,24,IND,PF,22,1,181,7.4,0.507,0.27,0.514,6.8,11.6,9.2,6.1,0.8,1.5,11.7,12.3,0,0.1,0.2,0.046,-4.9,-1.4,-6.3,-0.2,0.7,1.7,0.432,0,0.5,0.1,0.7,1.2,0.556,0.446,0.6,0.9,0.684,0.5,0.9,1.4,0.4,0.1,0.1,0.3,1,2.1
Markelle Fultz,26,SAC,PG,21,0,184,8.9,0.452,0.119,0.015,3.6,8.5,6.1,20,2.7,1.1,18.2,19.3,-0.3,0.2,-0.1,-0.026,-4.5,-0.2,-4.7,-0.1,1.3,3.2,0.418,0.2,0.4,0.5,1.1,2.8,0.407,0.448,0,0,1,0.3,0.7,1,1.3,0.5,0.1,0.7,0.6,2.9
Johnny Furphy,20,IND,SG,50,0,379,9.8,0.506,0.543,0.239,6.8,14,10.4,6.2,2.3,2.6,10.6,13,0.1,0.5,0.5,0.07,-3,0.6,-2.5,0,0.7,1.8,0.38,0.3,1,0.3,0.4,0.8,0.476,0.462,0.4,0.4,0.818,0.5,1,1.4,0.4,0.4,0.2,0.2,0.8,2.1
Daniel Gafford,26,DAL,C,57,31,1226,24.7,0.716,0,0.486,14.1,20.3,17.2,10.2,0.9,7.1,11.9,19.5,4.4,1.5,5.9,0.232,2.7,1.1,3.8,1.8,5,7.1,0.702,0,0,,5,7.1,0.702,0.702,2.4,3.4,0.689,2.7,4.1,6.8,1.4,0.4,1.8,1.2,2.7,12.3
Darius Garland,25,CLE,PG,75,75,2301,19.9,0.6,0.451,0.217,2.3,7.6,5,32.2,1.9,0.4,12.8,27.2,5.8,2.3,8.1,0.169,3.9,-0.8,3.1,3,7.4,15.7,0.472,2.8,7.1,0.401,4.6,8.6,0.53,0.562,3,3.4,0.878,0.6,2.2,2.9,6.7,1.2,0.1,2.5,1.9,20.6
Marcus Garrett,26,CHO,SG,4,0,79,8.7,0.487,0.296,0.148,1.3,6.9,4,25.1,1.9,2.5,17.3,18.7,-0.1,0.1,0,-0.002,-5.4,-2.2,-7.6,-0.1,2.8,6.8,0.407,0.8,2,0.375,2,4.8,0.421,0.463,0.8,1,0.75,0.3,1.3,1.5,3.3,0.8,0.5,1.5,2.5,7
Luka Garza,26,MIN,C,39,0,219,18.8,0.573,0.343,0.333,16,11.5,13.7,8.2,1.4,1.3,9.1,26.2,0.4,0.3,0.7,0.144,-0.4,-1.9,-2.3,0,1.3,2.7,0.495,0.3,0.9,0.278,1.1,1.8,0.609,0.543,0.6,0.9,0.686,0.8,0.6,1.4,0.3,0.2,0.1,0.3,0.7,3.5
Keyonte George,21,UTA,PG,67,35,2109,12.9,0.539,0.552,0.31,1.3,11.5,6.5,26.9,1,0.4,14.9,24.3,0.9,0.1,1.1,0.024,-0.2,-2.5,-2.7,-0.3,5.4,13.7,0.391,2.6,7.6,0.343,2.8,6.1,0.449,0.485,3.5,4.3,0.818,0.4,3.4,3.8,5.6,0.7,0.1,2.7,1.7,16.8
Kyshawn George,21,WAS,SG,68,38,1802,8.8,0.503,0.648,0.17,2.8,13.7,8.2,13.3,1.8,2.5,14.2,15.9,-0.9,1.1,0.1,0.003,-3.8,-0.3,-4.1,-0.9,3,8,0.372,1.7,5.2,0.322,1.3,2.8,0.464,0.476,1,1.4,0.753,0.7,3.5,4.2,2.5,1,0.7,1.4,3,8.7
Paul George,34,PHI,PF,41,41,1334,14.5,0.543,0.47,0.17,2,17.2,9.3,20.9,2.8,1.5,14.7,23.5,-0.2,1.2,1,0.036,-0.5,0.1,-0.4,0.5,6,13.9,0.43,2.3,6.5,0.358,3.6,7.4,0.493,0.514,1.9,2.4,0.814,0.6,4.8,5.3,4.3,1.8,0.5,2.6,2.5,16.2
Taj Gibson,39,CHO,C,37,11,409,10.8,0.515,0.021,0.211,13,18.4,15.6,7.5,1.1,4.3,19.4,13.4,0,0.4,0.4,0.043,-5.2,-0.1,-5.3,-0.3,1.3,2.6,0.495,0,0.1,0.5,1.2,2.5,0.495,0.5,0.3,0.5,0.6,1.4,1.9,3.2,0.6,0.2,0.5,0.7,1.5,2.9
Josh Giddey,22,CHI,PG,70,69,2117,18.1,0.57,0.348,0.281,6.4,21.4,14,32.9,1.9,1.8,18.4,21.7,2.8,2.5,5.3,0.121,1.9,1.1,3,2.7,5.3,11.4,0.465,1.5,4,0.378,3.8,7.4,0.512,0.531,2.5,3.2,0.781,1.8,6.3,8.1,7.2,1.2,0.6,2.9,1.7,14.6
Shai Gilgeous-Alexander,26,OKC,PG,76,76,2598,30.7,0.637,0.263,0.404,2.8,12.6,7.8,31.3,2.4,3,8.6,34.8,11.9,4.8,16.7,0.309,8.9,2.6,11.5,8.9,11.3,21.8,0.519,2.1,5.7,0.375,9.2,16.1,0.571,0.569,7.9,8.8,0.898,0.9,4.1,5,6.4,1.7,1,2.4,2.2,32.7
Anthony Gill,32,WAS,PF,51,0,397,10.2,0.586,0.352,0.568,4.7,12.6,8.6,5.7,1.1,0.5,8.3,12.7,0.4,0.1,0.5,0.058,-3,-1.5,-4.5,-0.3,0.8,1.7,0.489,0.2,0.6,0.323,0.6,1.1,0.579,0.545,0.6,1,0.66,0.4,0.9,1.3,0.3,0.2,0,0.2,0.6,2.5
Collin Gillespie,25,PHO,PG,33,9,461,16.8,0.578,0.57,0.139,5.5,13.2,9.4,24,2.3,1,9.2,17.7,1,0.3,1.3,0.131,2.3,0.2,2.5,0.5,2.1,4.8,0.43,1.2,2.7,0.433,0.9,2.1,0.426,0.554,0.6,0.7,0.864,0.7,1.7,2.4,2.4,0.6,0.2,0.5,0.9,5.9
Rudy Gobert,32,MIN,C,72,72,2388,18.3,0.687,0,0.535,12.5,23.8,18.2,7.5,1.2,4.1,12.4,13,6.1,4,10.1,0.204,0.6,1.3,1.9,2.4,4.7,7.1,0.669,0,0,,4.7,7.1,0.669,0.669,2.6,3.8,0.674,3.7,7.2,10.9,1.8,0.8,1.4,1.2,2.5,12
Jordan Goodwin,26,LAL,PG,29,5,543,12.1,0.541,0.472,0.076,8.1,14.9,11.6,10.5,2.7,1.9,14.9,14.1,0.2,0.7,1,0.084,-1.7,0.8,-0.8,0.2,2.2,5,0.438,0.9,2.3,0.382,1.3,2.6,0.487,0.528,0.3,0.4,0.818,1.3,2.6,3.9,1.4,1,0.4,0.9,1.5,5.6
Aaron Gordon,29,DEN,PF,51,42,1447,17,0.65,0.346,0.36,6.4,12.1,9.4,15,0.8,0.9,11.3,19,3.6,0.7,4.3,0.143,2.7,-1.5,1.2,1.2,5.2,9.7,0.531,1.5,3.4,0.436,3.7,6.4,0.582,0.607,2.8,3.5,0.81,1.6,3.3,4.8,3.2,0.5,0.3,1.4,1.6,14.7
Eric Gordon,36,PHI,SG,39,13,768,10.8,0.591,0.672,0.235,1.1,5.8,3.4,12,1.7,1.5,11.1,14.4,0.7,0.2,0.9,0.053,-0.8,-0.8,-1.6,0.1,2.2,5.2,0.426,1.4,3.5,0.409,0.8,1.7,0.463,0.564,0.9,1.2,0.75,0.2,1,1.2,1.7,0.7,0.3,0.7,0.8,6.8
Jazian Gortman,21,DAL,PG,16,0,57,6.5,0.485,0.478,0.174,2,7.5,4.8,14.7,1.7,1.5,16.8,22.4,-0.1,0,-0.1,-0.056,-5.5,-0.8,-6.3,-0.1,0.6,1.4,0.391,0.3,0.7,0.364,0.3,0.8,0.417,0.478,0.1,0.3,0.5,0.1,0.3,0.3,0.4,0.1,0.1,0.3,0.6,1.5
Jerami Grant,30,POR,PF,47,47,1524,10.9,0.523,0.516,0.289,1.8,10,5.8,9.5,1.3,2.7,9.1,19.4,0.6,1.2,1.8,0.057,-1.4,-0.3,-1.6,0.1,4.6,12.2,0.373,2.3,6.3,0.365,2.3,5.9,0.381,0.467,3,3.5,0.849,0.6,2.9,3.5,2.1,0.9,1,1.4,2.3,14.4
A.J. Green,25,MIL,SG,73,7,1659,9.2,0.621,0.856,0.064,1.2,9.8,5.7,8.5,1.1,0.4,8.4,12.6,1.6,1.3,2.8,0.082,-1.7,-0.4,-2.2,-0.1,2.5,5.8,0.429,2.1,5,0.427,0.4,0.8,0.443,0.612,0.3,0.4,0.815,0.2,2.1,2.4,1.5,0.5,0.1,0.5,2.2,7.4
Draymond Green,34,GSW,PF,68,66,1983,12.4,0.534,0.483,0.289,3.9,19,11.2,26.2,2.4,3.4,23.3,15.9,0.3,3.4,3.7,0.088,-2.3,2.8,0.5,1.3,3.2,7.5,0.424,1.2,3.6,0.325,2,3.9,0.517,0.503,1.5,2.2,0.687,1.1,5,6.1,5.6,1.5,1,2.6,3.2,9
Jalen Green,22,HOU,SG,82,82,2697,15.1,0.544,0.46,0.234,1.7,13.4,7.4,16,1.3,0.9,11.4,27.3,1.9,3.2,5.1,0.092,1.1,-0.5,0.5,1.7,7.4,17.5,0.423,2.9,8.1,0.354,4.6,9.5,0.482,0.505,3.3,4.1,0.813,0.5,4,4.6,3.4,0.9,0.3,2.5,1.5,21
Javonte Green,31,2TM,SG,68,19,1258,10.7,0.541,0.491,0.265,5,13.9,9.4,5.9,2.5,2.4,9.1,11.8,0.7,0.9,1.6,0.063,-2.8,0.5,-2.3,-0.1,1.8,4.2,0.429,0.7,2.1,0.326,1.1,2.1,0.527,0.509,0.8,1.1,0.724,0.9,2.3,3.2,0.8,1,0.5,0.5,1.4,5.1
Jeff Green,38,HOU,PF,32,3,396,13.6,0.649,0.653,0.215,2.9,12.9,7.8,7,0.7,0.9,6.4,14.7,0.9,0.4,1.3,0.159,0.3,0,0.4,0.2,1.9,3.8,0.504,0.9,2.5,0.367,1,1.3,0.762,0.624,0.7,0.8,0.808,0.3,1.5,1.8,0.6,0.2,0.1,0.3,1,5.4
Josh Green,24,CHO,SG,68,67,1887,7.8,0.559,0.589,0.171,3.1,6.7,4.9,8.2,1.9,0.8,13.4,11.8,0.4,1,1.5,0.037,-4.5,0.2,-4.3,-1.1,2.6,6.2,0.428,1.4,3.6,0.391,1.2,2.5,0.48,0.543,0.7,1.1,0.681,0.8,1.7,2.5,1.6,1.1,0.2,1,2.4,7.4
Quentin Grimes,24,2TM,SG,75,37,2013,15.9,0.595,0.512,0.26,3.2,14.7,8.9,17.7,1.8,1,13.3,22.8,2,1.4,3.4,0.081,1.3,-0.9,0.4,1.2,5.1,11,0.467,2.2,5.6,0.385,3,5.4,0.552,0.565,2.2,2.9,0.757,0.8,3.5,4.3,3,1,0.3,1.9,1.8,14.6
Mouhamed Gueye,22,ATL,PF,33,28,533,14.4,0.52,0.474,0.246,8.8,20,14.3,6.6,2.5,5.7,7.3,15.7,0.4,0.8,1.2,0.106,-1.6,1,-0.6,0.2,2.2,5.2,0.421,0.6,2.5,0.259,1.5,2.7,0.567,0.482,1,1.3,0.762,1.3,2.9,4.2,0.8,0.8,1,0.5,1.7,6
Rui Hachimura,26,LAL,PF,59,57,1869,13.6,0.619,0.429,0.196,4.9,12.6,8.9,6.4,1.2,1.3,7.3,15.8,2.8,1.5,4.3,0.11,-0.1,-0.6,-0.7,0.6,5,9.8,0.509,1.7,4.2,0.413,3.2,5.6,0.581,0.597,1.5,1.9,0.77,1.3,3.7,5,1.4,0.8,0.4,0.8,1.8,13.1
Tyrese Haliburton,24,IND,PG,73,73,2451,21.8,0.616,0.559,0.221,1.9,9.7,5.9,38.9,2.1,1.8,9.8,21.6,8.1,2.3,10.4,0.204,5.7,0.2,5.8,4.9,6.5,13.8,0.473,3,7.7,0.388,3.5,6.1,0.581,0.582,2.6,3,0.851,0.6,3,3.5,9.2,1.4,0.7,1.6,1.3,18.6
PJ Hall,22,DEN,C,19,0,66,18.3,0.641,0.333,0.167,10.5,25.4,18.3,8.4,0,5.4,7.2,17.8,0.2,0.1,0.2,0.168,-0.7,-0.6,-1.3,0,0.7,1.3,0.583,0.1,0.4,0.25,0.6,0.8,0.75,0.625,0.2,0.2,0.75,0.3,0.8,1.2,0.2,0,0.2,0.1,0.6,1.7
Tim Hardaway Jr.,32,DET,SG,77,77,2153,9.8,0.567,0.672,0.213,0.9,8.4,4.7,7.6,0.8,0.3,6.1,15.5,2.1,1.4,3.5,0.077,-1.1,-0.9,-2.1,0,3.6,8.8,0.406,2.2,5.9,0.368,1.4,2.9,0.484,0.529,1.6,1.9,0.855,0.2,2.1,2.4,1.6,0.5,0.1,0.6,1.2,11
James Harden,35,LAC,PG,79,79,2789,20,0.582,0.516,0.446,2.3,16.1,9.3,36.8,2.1,2,18,29.6,4,4.3,8.3,0.143,3.5,0.8,4.3,4.4,6.7,16.4,0.41,3,8.5,0.352,3.7,7.9,0.472,0.501,6.4,7.3,0.874,0.7,5.1,5.8,8.7,1.5,0.7,4.3,2.1,22.8
Jaden Hardy,22,DAL,SG,57,3,907,10.4,0.549,0.476,0.208,1.1,9.4,5.3,13.2,1.5,0.5,15.4,25.3,-0.8,0.5,-0.3,-0.016,-2.8,-1.9,-4.7,-0.6,3.2,7.3,0.435,1.3,3.5,0.386,1.8,3.8,0.479,0.527,1.1,1.5,0.698,0.2,1.4,1.6,1.4,0.5,0.1,1.4,1.6,8.7
Elijah Harkless,24,UTA,SG,10,0,138,7.8,0.425,0.714,0.171,7.1,9.3,8.2,7.7,3.5,0.7,7.4,12.3,0,0.1,0.1,0.023,-5.2,1.5,-3.8,-0.1,1.1,3.5,0.314,0.7,2.5,0.28,0.4,1,0.4,0.414,0.3,0.6,0.5,0.9,1.2,2.1,0.8,1,0.1,0.3,1.8,3.2
Ron Harper Jr.,24,DET,SF,1,0,17,7.9,0.225,0.75,0.25,26.3,19.4,22.8,14.3,0,0,0,22,0,0,0,-0.06,-5.5,-9.2,-14.7,0,1,8,0.125,0,6,0,1,2,0.5,0.125,2,2,1,4,3,7,2,0,0,0,0,4
Gary Harris,30,ORL,SG,48,3,711,6.9,0.524,0.759,0.09,3.1,7.5,5.2,5.8,1.8,1.6,10.9,9.5,0.1,0.9,1,0.067,-3.9,1.2,-2.7,-0.1,1.1,2.8,0.383,0.8,2.1,0.356,0.3,0.7,0.469,0.519,0.1,0.3,0.583,0.4,0.9,1.3,0.6,0.5,0.3,0.4,0.9,3
Tobias Harris,32,DET,PF,73,73,2305,13.9,0.571,0.328,0.206,3.1,17.5,10.4,9.8,1.5,2.4,8.8,17.6,2.3,2.9,5.2,0.108,-0.5,0.6,0.1,1.2,5.3,11,0.477,1.2,3.6,0.345,4,7.4,0.542,0.534,2,2.3,0.861,0.9,5,5.9,2.2,1,0.8,1.2,1.9,13.7
Josh Hart,29,NYK,SG,77,77,2897,16.5,0.611,0.327,0.266,6.4,22.6,14.6,20.7,2,0.9,15.5,15.3,5.4,3.8,9.2,0.153,1.1,1.8,2.8,3.6,5.2,10,0.525,1.1,3.3,0.333,4.2,6.7,0.618,0.579,2.1,2.7,0.776,2.1,7.5,9.6,5.9,1.5,0.4,2.1,2.6,13.6
Isaiah Hartenstein,26,OKC,C,57,53,1590,18.9,0.599,0.04,0.244,11.2,29.6,20.6,18.3,1.4,3.9,15.3,16.7,3.2,3.6,6.8,0.205,0.6,2.6,3.2,2.1,4.9,8.4,0.581,0,0.3,0,4.9,8.1,0.605,0.581,1.4,2.1,0.675,2.9,7.9,10.7,3.8,0.8,1.1,1.7,3,11.2
Sam Hauser,27,BOS,PF,71,19,1541,12.8,0.632,0.842,0.023,3.1,12.7,7.9,5.8,1.3,0.8,4.6,14.3,2.6,1.8,4.4,0.136,0.9,-0.1,0.8,1.1,3,6.7,0.451,2.3,5.6,0.416,0.7,1.1,0.64,0.627,0.2,0.2,1,0.6,2.5,3.2,0.9,0.6,0.2,0.3,1.2,8.5
Jordan Hawkins,22,NOP,SG,56,9,1321,9.6,0.504,0.597,0.176,2,11.2,6.5,7.3,1.1,1.7,8.8,21,-0.7,0.1,-0.5,-0.02,-2.4,-3,-5.4,-1.2,3.7,9.9,0.372,2,5.9,0.331,1.7,4,0.433,0.471,1.4,1.8,0.816,0.4,2.4,2.8,1.2,0.5,0.4,1,0.9,10.8
Jaxson Hayes,24,LAL,C,56,35,1093,15.8,0.72,0.013,0.439,8.3,19.1,13.9,7.5,1.4,4.4,13.9,12.4,2.3,1.4,3.7,0.162,-1.6,1.3,-0.3,0.5,2.9,4,0.722,0,0.1,0,2.9,3.9,0.732,0.722,1.1,1.8,0.622,1.4,3.4,4.8,1,0.6,0.9,0.8,2.4,6.8
Killian Hayes,23,BRK,PG,6,5,162,12.7,0.559,0.488,0.279,3.3,9.6,6.3,28.6,1.2,2.5,15.7,15.5,0.2,0.1,0.3,0.095,-0.5,-0.1,-0.6,0.1,3,7.2,0.419,1.3,3.5,0.381,1.7,3.7,0.455,0.512,1.7,2,0.833,0.8,2.2,3,5.2,0.7,0.7,1.5,2.2,9
Scoot Henderson,20,POR,PG,66,10,1759,12.5,0.54,0.434,0.301,3.1,9.2,6.1,28.1,1.9,0.7,18.6,22.5,0.4,1.4,1.8,0.049,-1.4,-0.8,-2.2,-0.1,4.3,10.4,0.419,1.6,4.5,0.354,2.8,5.9,0.469,0.496,2.4,3.1,0.767,0.8,2.2,3,5.1,1,0.2,2.7,2.7,12.7
Taylor Hendricks,21,UTA,PF,3,3,75,7.1,0.354,0.667,0.222,7.2,14.3,10.8,3.4,3.2,5,9.2,12.1,-0.1,0.1,0,-0.008,-4.8,1.3,-3.5,0,1.3,6,0.222,1,4,0.25,0.3,2,0.167,0.306,1,1.3,0.75,1.7,3.3,5,0.7,1.7,1.3,0.7,2.7,4.7
Tyler Herro,25,MIA,SG,77,77,2725,19.7,0.605,0.486,0.237,1.4,14.6,8.1,26.2,1.3,0.6,11.5,28,4.7,2.7,7.4,0.131,3.8,-0.7,3.1,3.5,8.5,17.9,0.472,3.3,8.7,0.375,5.2,9.2,0.565,0.563,3.7,4.2,0.878,0.5,4.7,5.2,5.5,0.9,0.2,2.6,1.1,23.9
Buddy Hield,32,GSW,SG,82,22,1863,12.3,0.56,0.698,0.081,2.9,12.7,7.6,10.7,1.8,1.2,10.1,20.5,0.6,2.2,2.8,0.073,-0.7,-0.3,-1,0.5,4,9.6,0.417,2.5,6.7,0.37,1.5,2.9,0.527,0.546,0.6,0.8,0.828,0.6,2.6,3.2,1.6,0.8,0.3,1.1,1.6,11.1
Haywood Highsmith,28,MIA,SF,74,42,1818,9.9,0.583,0.596,0.11,4.4,10.8,7.7,8.4,1.9,2,11.6,11.3,1.3,2.1,3.3,0.088,-2.7,0.9,-1.9,0.1,2.4,5.3,0.458,1.2,3.1,0.382,1.2,2.1,0.57,0.572,0.4,0.6,0.721,1,2.4,3.4,1.5,0.9,0.5,0.7,2.2,6.5
Aaron Holiday,28,HOU,PG,62,3,792,12.2,0.594,0.675,0.153,1.7,8.9,5.2,14.3,1.2,1.2,11.5,16.8,1.2,0.8,2,0.122,-0.4,0.1,-0.2,0.3,1.9,4.3,0.437,1.2,2.9,0.398,0.7,1.4,0.517,0.571,0.5,0.7,0.829,0.2,1,1.3,1.3,0.3,0.2,0.6,1,5.5
Jrue Holiday,34,BOS,PG,62,62,1896,13.5,0.565,0.534,0.134,4.4,10.8,7.6,17.3,1.7,1.3,11.3,15.8,2.8,2.4,5.1,0.13,-0.3,1,0.7,1.3,4.1,9.2,0.443,1.7,4.9,0.353,2.4,4.3,0.547,0.538,1.1,1.2,0.909,1.2,3,4.3,3.9,1.1,0.4,1.2,1.6,11.1
Ron Holland,19,DET,SF,81,2,1266,11.1,0.556,0.363,0.293,3.5,15.5,9.5,8.9,1.9,1.3,13.3,18.1,0.2,1.5,1.8,0.067,-3.3,0.3,-3,-0.3,2.4,5.1,0.474,0.4,1.9,0.238,2,3.3,0.608,0.517,1.1,1.5,0.754,0.5,2.2,2.7,1,0.6,0.2,0.9,1.7,6.4
Richaun Holmes,31,WAS,PF,31,7,534,19.8,0.695,0.022,0.432,12,22.5,17.2,12.1,0.8,3.9,11.3,14.7,1.6,0.4,2,0.178,1.2,0,1.1,0.4,2.9,4.5,0.647,0,0.1,0,2.9,4.4,0.662,0.647,1.6,1.9,0.833,2,3.7,5.7,1.4,0.3,0.7,0.7,1.6,7.4
Chet Holmgren,22,OKC,C,32,32,877,19.2,0.599,0.34,0.393,6,25,15.7,9.7,1.3,8.2,12.3,22,1.1,2,3.2,0.173,0.5,1.9,2.4,1,5.2,10.7,0.49,1.4,3.6,0.379,3.8,7,0.547,0.554,3.2,4.2,0.754,1.5,6.5,8,2,0.7,2.2,1.8,2.3,15
Jalen Hood-Schifino,21,2TM,SG,15,0,315,7.9,0.494,0.469,0.214,1.1,9,4.9,16.7,0.8,2.2,14.4,17.3,-0.2,0.1,-0.1,-0.015,-4.4,-2.5,-6.9,-0.4,2.5,6.5,0.378,0.9,3.1,0.304,1.5,3.5,0.442,0.449,1.2,1.4,0.857,0.2,1.6,1.8,2.5,0.3,0.5,1.2,1.7,7.1
Al Horford,38,BOS,C,60,42,1659,12.9,0.563,0.681,0.082,5.2,18.9,12.1,10.4,1.1,2.8,8.8,13.8,2,2.4,4.4,0.129,0.1,1.1,1.2,1.3,3.3,7.7,0.423,1.9,5.2,0.363,1.4,2.5,0.551,0.547,0.6,0.6,0.895,1.3,4.8,6.2,2.1,0.6,0.9,0.8,1.4,9
Talen Horton-Tucker,24,CHI,SG,58,0,724,13.8,0.567,0.419,0.337,2.8,11.5,7.2,16.1,1.4,1.3,10.7,21.6,0.6,0.5,1.1,0.075,-1.4,-1.1,-2.4,-0.1,2.3,5,0.457,0.7,2.1,0.336,1.6,2.9,0.544,0.527,1.2,1.7,0.735,0.3,1.4,1.7,1.4,0.4,0.2,0.7,1,6.5
Caleb Houstan,22,ORL,SF,58,6,788,9.4,0.605,0.842,0.089,2.6,8.6,5.5,6.4,1.4,0.7,6.2,11.7,0.9,0.9,1.8,0.109,-2.4,0.2,-2.2,0,1.4,3.3,0.421,1.1,2.8,0.4,0.3,0.5,0.533,0.589,0.3,0.3,0.882,0.3,1,1.3,0.6,0.4,0.1,0.2,1.1,4.1
Jett Howard,21,ORL,SF,60,0,701,7.1,0.491,0.71,0.088,3.1,8.6,5.7,9.6,0.9,1.5,11.7,19.2,-0.6,0.8,0.1,0.01,-4.1,-1.2,-5.3,-0.6,1.6,4.4,0.374,0.9,3.1,0.296,0.7,1.3,0.566,0.479,0.3,0.4,0.696,0.3,0.8,1.2,0.7,0.2,0.2,0.6,1.1,4.5
